,Verse,Meter,char_count
69337,above th' imperial diadem above,trochaic,8
69338,the pride of afric's or of asia's thrones,trochaic,8
69339,i wou'd not tell thee this but that thou seem'st,trochaic,8
69340,a stranger to my fame as to my realm,trochaic,8
69341,and to the real greatness of a king,trochaic,8
69342,whose sacred dignity by thee traduc'd,trochaic,8
69343,much it behoves a king to vindicate,trochaic,8
69344,not by rejecting only with disdain,trochaic,8
69345,thy arrogant pretensions but in thee,trochaic,8
69346,dishonouring and branding with reproach,trochaic,8
69347,thy tenets also the pernicious lore,trochaic,8
69348,of tyrants and usurpers which thy tongue,trochaic,8
69349,blaspheming justice government and law,trochaic,8
69350,hath in a land of freedom dar'd to vent,trochaic,8
69351,hence from my kingdom with thy quickest speed,trochaic,8
69352,lest the revenge of an insulted king,trochaic,8
69353,with sudden ruin intercept thy flight,trochaic,8
69354,permit me edward to thy royal voice,trochaic,8
69355,to add my suffrage also and with thee,trochaic,8
69356,protest against this coward policy,trochaic,8
69357,that meanly skulks behind opprobrious fraud,trochaic,8
69358,and low unprincely artifice i feel,trochaic,8
69359,a virtue in my heart a gen'rous pride,trochaic,8
69360,that tells me kings were cloath'd with majesty,trochaic,8
69361,encircled with authority rever'd,trochaic,8
69362,and almost deify'd to teach them thence,trochaic,8
69363,that goodness and the saving attributes,trochaic,8
69364,of heav'n become their office justice chief,trochaic,8
69365,and truth the virtue of heroic minds,trochaic,8
69366,which were it banish'd from all other breasts,trochaic,8
69367,should dwell for ever in the hearts of kings,trochaic,8
69368,behold in us great king the ancient priests,trochaic,8
69369,and judges of this land the druids old,trochaic,8
69370,who late in borrow'd characters have stood,trochaic,8
69371,before thy sage tribunal to prefer,trochaic,8
69372,the claims of valour wealth nobility,trochaic,8
69373,and those soft specious flatt'rers who beneath,trochaic,8
69374,the rosy wreath of pleasure and of love,trochaic,8
69375,conceal the sickly and disgustful brow,trochaic,8
69376,of riot and debauch and often win,trochaic,8
69377,from weak unmanly princes the rich prize,trochaic,8
69378,to virtue due and wisdom not to these,trochaic,8
69379,the cankers of a state but least of all,trochaic,8
69380,due to that traytor of his king and country,trochaic,8
69381,who lab'ring to build up the regal throne,trochaic,8
69382,beyond its due proportion and the strength,trochaic,8
69383,of those foundations which the laws have laid,trochaic,8
69384,o'erwhelms the people and at once o'erturns,trochaic,8
69385,his royal master places him at best,trochaic,8
69386,on an uneasy tott'ring pinnacle,trochaic,8
69387,the mark of execration and reproach,trochaic,8
69388,these claims hast thou rejected like a king,trochaic,8
69389,discerning in mankind and knowing well,trochaic,8
69390,the value of his favours like a king,trochaic,8
69391,deserving the high office of the judge,trochaic,8
69392,and arbiter of europe like a king,trochaic,8
69393,equal to his great fame and worth the care,trochaic,8
69394,of those immortal spirits who this day,trochaic,8
69395,have quitted their celestial residence,trochaic,8
69396,to view and to approve thy glorious deeds,trochaic,8
69397,but edward be not thou amaz'd to find,trochaic,8
69398,that those who lately for thy favour su'd,trochaic,8
69399,were not the personages they assum'd,trochaic,8
69400,o king thou art beset with counterfeits,trochaic,8
69401,the very opposites to us who seem,trochaic,8
69402,far better than they are for flattery,trochaic,8
69403,cameleonlike accommodates with care,trochaic,8
69404,to the courthue his changeful countenance,trochaic,8
69405,and when a prince is brave magnanimous,trochaic,8
69406,and high in spirit then ambition wears,trochaic,8
69407,a face of dignity and nothing breathes,trochaic,8
69408,but lofty enterprizes conquest pow'r,trochaic,8
69409,and schemes of glory to the sov'reign ear,trochaic,8
69410,pretending love and care for his renown,trochaic,8
69411,with more than duteous zeal of these beware,trochaic,8
69412,for as the theban queen in fables old,trochaic,8
69413,was by the specious guile of fraudful jove,trochaic,8
69414,in her amphitryon's form to guilt betray'd,trochaic,8
69415,so by these counterfeits are kings seduc'd,trochaic,8
69416,ev'n in the most belov'd suspectless shapes,trochaic,8
69417,to take a traytor to their royal arms,trochaic,8
69418,but thou shalt know them edward by their works,trochaic,8
69419,and of this truth be most assur'd that he,trochaic,8
69420,who in his private commerce with mankind,trochaic,8
69421,is mean dishonest interested false,trochaic,8
69422,can ne'er be true to thee nor can he love,trochaic,8
69423,his prince who feels not for his country's good,trochaic,8
69424,thus warn'd we leave thee mighty prince be firm,trochaic,8
69425,be constant in the paths of fair renown,trochaic,8
69426,think it thy duty to revere thyself,trochaic,8
69427,the sacred laws of chivalry the wise,trochaic,8
69428,injunctions by thy order laid on all,trochaic,8
69429,the garter'd knights so shall thy fame remain,trochaic,8
69430,the great example of all future kings,trochaic,8
69431,farewell for lo the genius of thy realm,trochaic,8
69432,with all his pomp attended comes to share,trochaic,8
69433,and grace the glories of this signal day,trochaic,8
69434,these clouds of fragrance that farbeaming blaze,trochaic,8
69435,of heav'nly brightness his approach declare,trochaic,8
69436,from the gay realms of cloudless day i come,trochaic,8
69437,where in the glitter of unnumber'd worlds,trochaic,8
69438,that like to isles of various magnitudes,trochaic,8
69439,float in the ocean of unbounded space,trochaic,8
69440,on my invisible arial throne,trochaic,8
69441,i sit attended with a radiant band,trochaic,8
69442,of spirits immortal whose pure essences,trochaic,8
69443,while clad in human shapes on earth they dwelt,trochaic,8
69444,thro' the dull clay of gross mortality,trochaic,8
69445,disclos'd their heav'nly vigour and burst forth,trochaic,8
69446,in godlike virtues and heroic deeds,trochaic,8
69447,their albion gracing with as fair a growth,trochaic,8
69448,of fame as e'er enrich'd imperial rome,trochaic,8
69449,thence ripe for heav'n and immortality,trochaic,8
69450,to me the genius of this happy isle,trochaic,8
69451,they fly and claim the meed of their desert,trochaic,8
69452,celestial crowns and everliving praise,trochaic,8
69453,recorded in the songs of heav'nly bards,trochaic,8
69454,that round my throne their hymns of triumph sing,trochaic,8
69455,attuning to the sweet harmonious spheres,trochaic,8
69456,their undiscording lyres and voice divine,trochaic,8
69457,nor thus remov'd to heav'n and thus employ'd,trochaic,8
69458,in careless raptures wont they to forget,trochaic,8
69459,their native country and the public weal,trochaic,8
69460,to which on earth their labours and their lives,trochaic,8
69461,they once devoted but pursuing still,trochaic,8
69462,the bent and habit of their souls with me,trochaic,8
69463,they watch the british empire still intent,trochaic,8
69464,to check alternately th' incroaching waves,trochaic,8
69465,of regal pow'r and popular liberty,trochaic,8
69466,i chief attentive near the royal throne,trochaic,8
69467,take up my watchful station to infuse,trochaic,8
69468,my sage and mod'rate counsels in those ears,trochaic,8
69469,which wisdom hath prepar'd and purify'd,trochaic,8
69470,to relish honest tho' unpleasing truth,trochaic,8
69471,thus am i always tho' invisible,trochaic,8
69472,attendant edward on thy glorious deeds,trochaic,8
69473,but on this solemn day have i vouchsaf'd,trochaic,8
69474,to manifest my presence to declare,trochaic,8
69475,not in those whispers which have often spoke,trochaic,8
69476,peace to thy conscious heart but audibly,trochaic,8
69477,and evident to all th' assent of heav'n,trochaic,8
69478,to the great business which hath gather'd here,trochaic,8
69479,this troop of princes from all nations round,trochaic,8
69480,hence all may know that virtue hath a train,trochaic,8
69481,more bright than earthly empire can command,trochaic,8
69482,know that those actions which are great and good,trochaic,8
69483,receive a nobler sanction from the free,trochaic,8
69484,and universal voice of all mankind,trochaic,8
69485,which is the voice of heav'n than from the highest,trochaic,8
69486,the most illustrious act of regal pow'r,trochaic,8
69487,this nobler sanction edward in the name,trochaic,8
69488,not of this age alone but latest time,trochaic,8
69489,here do i solemnly annex to each,trochaic,8
69490,of thy great acts but chief to this most wise,trochaic,8
69491,most virtuous institution which extends,trochaic,8
69492,wide as thy fame beyond thy empire's bound,trochaic,8
69493,a prize of virtue publish'd to mankind,trochaic,8
69494,ye registers of heav'n record the deed,trochaic,8
69495,now tune ye bards the british lyre,trochaic,8
69496,now wake the vocal string,trochaic,8
69497,while heav'n and earth in edward's praise conspire,trochaic,8
69498,join to the gen'ral voice your sacred choir,trochaic,8
69499,and on your soaring wing,trochaic,8
69500,from time and envy waft his glorious name,trochaic,8
69501,and place it in the shrine of incorruptive fame,trochaic,8
69502,begin the list'ning echoes round,trochaic,8
69503,shall catch with joy the longforgotten sound,trochaic,8
69504,and warbling thro' each grove the british strain,trochaic,8
69505,to windsor's smiling nymphs recall their arthur's reign,trochaic,8
69506,ye nymphs of windsor's bow'ry woods,trochaic,8
69507,ye pow'rs who haunt yon glist'ning floods,trochaic,8
69508,that with reluctant fond delay,trochaic,8
69509,around yon flow'ry valley stray,trochaic,8
69510,say from your minds hath time eras'd,trochaic,8
69511,the pleasing images of glory pass'd,trochaic,8
69512,review ye now those scenes no more,trochaic,8
69513,when nobly stain'd with saxon gore,trochaic,8
69514,from badon's longcontended plain,trochaic,8
69515,great arthur with his martial train,trochaic,8
69516,to windsor's chosen shades repair'd,trochaic,8
69517,and with his knights the festive banquet shar'd,trochaic,8
69518,then first exulting thames beheld,trochaic,8
69519,the triumphs of the listed field,trochaic,8
69520,beheld along his level meads,trochaic,8
69521,careering knights encount'ring steeds,trochaic,8
69522,heroic games whose toils inspire,trochaic,8
69523,the thirst of praise and kindle martial fire,trochaic,8
69524,fair peace in war's bright mail array'd,trochaic,8
69525,with smiles the glorious lists survey'd,trochaic,8
69526,so shou'd the brave she cry'd prepare,trochaic,8
69527,their hearts and sinewy arms for war,trochaic,8
69528,such combats break not my repose,trochaic,8
69529,such sons best guard my rights from daring foes,trochaic,8
69530,then too in feastful hall or bow'r,trochaic,8
69531,attendant on the genial hour,trochaic,8
69532,the british harp sweet lyrists strung,trochaic,8
69533,and albion's generous victors sung,trochaic,8
69534,while valiant arthur's copious fame,trochaic,8
69535,incessant fed the bright poetic flame,trochaic,8
69536,but mortals erring in excess,trochaic,8
69537,o'erwhelm the virtue they caress,trochaic,8
69538,thus arthur his great story mourn'd,trochaic,8
69539,by too fond praise to fable turn'd,trochaic,8
69540,mourn'd the companions of his toils,trochaic,8
69541,mock'd with false glory and fantastic spoils,trochaic,8
69542,'till thro' the dark romantic tale,trochaic,8
69543,thro' superstition's magic veil,trochaic,8
69544,sage edward piercing view'd and own'd,trochaic,8
69545,the chief with genuine lustre crown'd,trochaic,8
69546,view'd the great model and restor'd,trochaic,8
69547,the longlost honours of his martial board,trochaic,8
