Verse, Meter
Of bird of flower or shape which it doth latch, iambic
Of his quick objects hath the mind no part, iambic
Nor his own vision holds what it doth catch, iambic
For if it see the rudest or gentlest sight, iambic
The most sweet favour or deformedst creature, iambic
The mountain or the sea the day or night, iambic
The crow or dove it shapes them to your feature, iambic
Incapable of more replete with you, iambic
My most true mind thus makes mine eye untrue, iambic
Or whether doth my mind being crownd with you, iambic
Drink up the monarchs plague this flattery, iambic
Or whether shall I say mine eye saith true, iambic
And that your love taught it this alchemy, iambic
To make of monsters and things indigest, iambic
Such cherubins as your sweet self resemble, iambic
Creating every bad a perfect best, iambic
As fast as objects to his beams assemble, iambic
Otis the first tis flattery in my seeing, iambic
And my great mind most kingly drinks it up, iambic
Mine eye well knows what with his gust is greeing, iambic
And to his palate doth prepare the cup, iambic
If it be poisond tis the lesser sin, iambic
That mine eye loves it and doth first begin, iambic
Those lines that I before have writ do lie, iambic
Even those that said I could not love you dearer, iambic
Yet then my judgment knew no reason why, iambic
My most full flame should afterwards burn clearer, iambic
But reckoning time whose milliond accidents, iambic
Creep in twixt vows and change decrees of kings, iambic
Tan sacred beauty blunt the sharpst intents, iambic
Divert strong minds to the course of altering things, iambic
Alas why fearing of times tyranny, iambic
Might I not then say Now I love you best, iambic
When I was certain oer incertainty, iambic
Crowning the present doubting of the rest, iambic
Love is a babe then might I not say so, iambic
To give full growth to that which still doth grow, iambic
Let me not to the marriage of true minds, iambic
Admit impediments Love is not love, iambic
Which alters when it alteration finds, iambic
Or bends with the remover to remove, iambic
O no it is an everfixed mark, iambic
That looks on tempests and is never shaken, iambic
It is the star to every wandering bark, iambic
Whose worths unknown although his height be taken, iambic
Loves not Times fool though rosy lips and cheeks, iambic
Within his bending sickles compass come, iambic
Love alters not with his brief hours and weeks, iambic
But bears it out even to the edge of doom, iambic
If this be error and upon me proved, iambic
I never writ nor no man ever loved, iambic
Accuse me thus that I have scanted all, iambic
Wherein I should your great deserts repay, iambic
Forgot upon your dearest love to call, iambic
Whereto all bonds do tie me day by day, iambic
That I have frequent been with unknown minds, iambic
And given to time your own dearpurchased right, iambic
That I have hoisted sail to all the winds, iambic
Which should transport me farthest from your sight, iambic
Book both my wilfulness and errors down, iambic
And on just proof surmise accumulate, iambic
Bring me within the level of your frown, iambic
But shoot not at me in your wakend hate, iambic
Since my appeal says I did strive to prove, iambic
The constancy and virtue of your love, iambic
Like as to make our appetites more keen, iambic
With eager compounds we our palate urge, iambic
As to prevent our maladies unseen, iambic
We sicken to shun sickness when we purge, iambic
Even so being tuff of your neercloying sweetness, iambic
To bitter sauces did I frame my feeding, iambic
And sick of welfare found a kind of meetness, iambic
To be diseased ere that there was true needing, iambic
Thus policy in love to anticipate, iambic
The ills that were not grew to faults assured, iambic
And brought to medicine a healthful state, iambic
Which rank of goodness would by ill be cured, iambic
But thence I learn and find the lesson true, iambic
Drugs poison him that so fell sick of you, iambic
What potions have I drunk of Siren tears, iambic
Distilld from limbecks foul as hell within, iambic
Applying fears to hopes and hopes to fears, iambic
Still losing when I saw myself to win, iambic
What wretched errors hath my heart committed, iambic
Whilst it hath thought itself so blessed never, iambic
How have mine eyes out of their spheres been fitted, iambic
In the distraction of this madding fever, iambic
O benefit of ill now I find true, iambic
That better is by evil still made better, iambic
And ruind love when it is built anew, iambic
Grows fairer than at first more strong far greater, iambic
So I return rebuked to my content, iambic
And gain by ill thrice more than I have spent, iambic
That you were once unkind befriends me now, iambic
And for that sorrow which I then did feel, iambic
Needs must I under my transgression bow, iambic
Unless my nerves were brass or hammerd steel, iambic
For if you were by my unkindness shaken, iambic
As I by yours youve passd a hell of time, iambic
And I a tyrant have no leisure taken, iambic
To weigh how once I suffered in your crime, iambic
O that our night of woe might have rememberd, iambic
My deepest sense how hard true sorrow hits, iambic
And soon to you as you to me then tenderd, iambic
The humble slave which wounded bosoms fits, iambic
But that your trespass now becomes a fee, iambic
Mine ransoms yours and yours must ransom me, iambic
Tis better to be vile than vile esteemd, iambic
When not to be receives reproach of being, iambic
And the just pleasure lost which is so deemd, iambic
Not by our feeling but by others seeing, iambic
For why should others false adulterate eyes, iambic
Give salutation to my sportive blood, iambic
Or on my frailties why are frailer spies, iambic
Which in their wills count bad what I think good, iambic
No I am that I am and they that level, iambic
At my abuses reckon up their own, iambic
I may be straight though they themselves be bevel, iambic
By their rank thoughts my deeds must not be shown, iambic
Unless this general evil they maintain, iambic
All men are bad and in their badness reign, iambic
Thy gift thy tables are within my brain, iambic
Full characterd with lasting memory, iambic
Which shall above that idle rank remain, iambic
Beyond all date even to eternity, iambic
Or at the least so long as brain and heart, iambic
Have faculty by nature to subsist, iambic
Till each to razed oblivion yield his part, iambic
Of thee thy record never can be missd, iambic
That poor retention could not so much hold, iambic
Nor need I tallies thy dear love to score, iambic
Therefore to give them from me was I bold, iambic
To trust those tables that receive thee more, iambic
To keep an adjunct to remember thee, iambic
Were to import forgetfulness in me, iambic
No Time thou shalt not boast that I do change, iambic
Thy pyramids built up with newer might, iambic
To me are nothing novel nothing strange, iambic
