البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
ما لِهَذا النَجمِ في السَحَرِ قَد سَها مِن شِدَّةِ السَهَرِ,قَد سَها مِن شِدَّةِ السَهَرِ,ما لِهَذا النَجمِ في السَحَرِ,المديد,حافظ ابراهيم
خِلتُهُ يا قَومُ يُؤنِسُني إِن جَفاني مُؤنِسُ السَحَرِ,إِن جَفاني مُؤنِسُ السَحَرِ,خِلتُهُ يا قَومُ يُؤنِسُني,المديد,حافظ ابراهيم
يا لِقَومي إِنَّني رَجُلٌ أَفنَتِ الأَيّامُ مُصطَبَري,أَفنَتِ الأَيّامُ مُصطَبَري,يا لِقَومي إِنَّني رَجُلٌ,المديد,حافظ ابراهيم
أَسهَرَتني الحادِثاتُ وَقَد نامَ حَتّى هاتِفُ الشَجَرِ,نامَ حَتّى هاتِفُ الشَجَرِ,أَسهَرَتني الحادِثاتُ وَقَد,المديد,حافظ ابراهيم
وَالدُجى يَخطو عَلى مَهَلٍ خَطوَ ذي عِزٍّ وَذي خَفَرِ,خَطوَ ذي عِزٍّ وَذي خَفَرِ,وَالدُجى يَخطو عَلى مَهَلٍ,المديد,حافظ ابراهيم
فيهِ شَخصُ اليَأسِ عانَقَني كَحَبيبٍ آبَ مِن سَفَرِ,كَحَبيبٍ آبَ مِن سَفَرِ,فيهِ شَخصُ اليَأسِ عانَقَني,المديد,حافظ ابراهيم
وَأَثارَت بي فَوادِحُهُ كامِناتِ الهَمِّ وَالكَدَرِ,كامِناتِ الهَمِّ وَالكَدَرِ,وَأَثارَت بي فَوادِحُهُ,المديد,حافظ ابراهيم
وَكَأَنَّ اللَيلَ أَقسَمَ لا يَنقَضي أَو يَنقَضي عُمُري,يَنقَضي أَو يَنقَضي عُمُري,وَكَأَنَّ اللَيلَ أَقسَمَ لا,المديد,حافظ ابراهيم
أَيُّها الزِنجِيُّ ما لَكَ لَم تَخشَ فينا خالِقَ البَشَرِ,تَخشَ فينا خالِقَ البَشَرِ,أَيُّها الزِنجِيُّ ما لَكَ لَم,المديد,حافظ ابراهيم
لي حَبيبٌ هاجِرٌ وَلَهُ صورَةٌ مِن أَبدَعِ الصُوَرِ,صورَةٌ مِن أَبدَعِ الصُوَرِ,لي حَبيبٌ هاجِرٌ وَلَهُ,المديد,حافظ ابراهيم
أَتَلاشى في مَحَبَّتِهِ كَتَلاشي الظِلِّ في القَمَرِ,كَتَلاشي الظِلِّ في القَمَرِ,أَتَلاشى في مَحَبَّتِهِ,المديد,حافظ ابراهيم
أَعْمِلوا في هَجْوه الفِكَرَا واجْعلُوا أَخبارَه سَمَرا,واجْعلُوا أَخبارَه سَمَرا,أَعْمِلوا في هَجْوه الفِكَرَا,المديد,ابن سناء الملك
وانظموا من هجوه بَعَرا لا أُسمِّي هجوَه دُرَرَا,لا أُسمِّي هجوَه دُرَرَا,وانظموا من هجوه بَعَرا,المديد,ابن سناء الملك
واملئُوا أَصْداغَه قَلقاً وافْتَحوا أَجْفانَه سَهَرا,وافْتَحوا أَجْفانَه سَهَرا,واملئُوا أَصْداغَه قَلقاً,المديد,ابن سناء الملك
وانْظُرُوه تَنْظُروه عَجَباً تَجدُوه الكَلبَ والبَشَرا,تَجدُوه الكَلبَ والبَشَرا,وانْظُرُوه تَنْظُروه عَجَباً,المديد,ابن سناء الملك
طلعَةٌ بل عَوْرةٌ كُشِفت فأَرَتْنا العَارَ والعَورَا,فأَرَتْنا العَارَ والعَورَا,طلعَةٌ بل عَوْرةٌ كُشِفت,المديد,ابن سناء الملك
وفمٌ كالحشِّ يَنفحُنا بحديثٍ مثلِ أَلْفِ خَرا,بحديثٍ مثلِ أَلْفِ خَرا,وفمٌ كالحشِّ يَنفحُنا,المديد,ابن سناء الملك
إِن تَكُنْ عَيْنٌ له عُورةٌ فهو منها الدَّهرَ ليس يَرى,فهو منها الدَّهرَ ليس يَرى,إِن تَكُنْ عَيْنٌ له عُورةٌ,المديد,ابن سناء الملك
فله عينٌ بسَوْءَته تلك عينُ تطلب الأَثرا,تلك عينُ تطلب الأَثرا,فله عينٌ بسَوْءَته,المديد,ابن سناء الملك
ما رأَيْنَا قبلَه ذَكَرا يشتهي أَن يأْكُلَ الذَّكَرا,يشتهي أَن يأْكُلَ الذَّكَرا,ما رأَيْنَا قبلَه ذَكَرا,المديد,ابن سناء الملك
لا تغيظوا شاعراً أَبداً واحذروا من أَلْسُن الشُّعَرا,واحذروا من أَلْسُن الشُّعَرا,لا تغيظوا شاعراً أَبداً,المديد,ابن سناء الملك
وَصل الموصولُ كلٌّ علا بكَ يا مَن لا نَظيرَ لهُ,بكَ يا مَن لا نَظيرَ لهُ,وَصل الموصولُ كلٌّ علا,المديد,ابن نوفل الحلبي
لك دون المُبتلي حسداً آخرٌ قد زان أوَّلَه,آخرٌ قد زان أوَّلَه,لك دون المُبتلي حسداً,المديد,ابن نوفل الحلبي
وَسماحٌ ناهضٌ وله خُلُق في الناس أَسفلُه,خُلُق في الناس أَسفلُه,وَسماحٌ ناهضٌ وله,المديد,ابن نوفل الحلبي
وكفاه أن يَذوب جوىً كلَّما أَصبحتَ تُخملهُ,كلَّما أَصبحتَ تُخملهُ,وكفاه أن يَذوب جوىً,المديد,ابن نوفل الحلبي
وَيذوق الموتَ من كمدٍ كلَّما حازيتَ منزلَه,كلَّما حازيتَ منزلَه,وَيذوق الموتَ من كمدٍ,المديد,ابن نوفل الحلبي
والوَرى داعٍ وَمُلتفت وسَؤول مَدّ أنمُلَه,وسَؤول مَدّ أنمُلَه,والوَرى داعٍ وَمُلتفت,المديد,ابن نوفل الحلبي
رب أقراص لنا منك جاءت مع غلام ذي سنا وطلاوه,مع غلام ذي سنا وطلاوه,رب أقراص لنا منك جاءت,المديد,ابن مليك الحموي
كنجوم قد بدت في سماء وعليها بهجة وحلاوه,وعليها بهجة وحلاوه,كنجوم قد بدت في سماء,المديد,ابن مليك الحموي
رَبَّ إن لم تؤتني سَعَة فاطو عنّي فضلةَ العمرِ,فاطو عنّي فضلةَ العمرِ,رَبَّ إن لم تؤتني سَعَة,المديد,ابن جبير الشاطبي
لا احب اللبثَ في زمنٍ حاجتي فيه إلى البشر,حاجتي فيه إلى البشر,لا احب اللبثَ في زمنٍ,المديد,ابن جبير الشاطبي
فهُمُ كسرٌ لمنجَبر ما همُ جَبرٌ لمنكسرِ,ما همُ جَبرٌ لمنكسرِ,فهُمُ كسرٌ لمنجَبر,المديد,ابن جبير الشاطبي
المَشيداتُ الَّتي رُفِعَت أَربَعٌ مِن أَهلِها دُرُسُ,أَربَعٌ مِن أَهلِها دُرُسُ,المَشيداتُ الَّتي رُفِعَت,المديد,أبو العلاء المعري
قامَ لِلأَيّامِ في أُذُني واعِظٌ مِن شَأنِهِ الخَرَسُ,واعِظٌ مِن شَأنِهِ الخَرَسُ,قامَ لِلأَيّامِ في أُذُني,المديد,أبو العلاء المعري
أَخلَقَت جِسمَ الفَتى جُدُدٌ ذاتُ خُلقٍ لينُهُ شَرَسُ,ذاتُ خُلقٍ لينُهُ شَرَسُ,أَخلَقَت جِسمَ الفَتى جُدُدٌ,المديد,أبو العلاء المعري
فَشِتاءٌ بَعدَهُ وَمَدٌ وَمَصيفٌ إِثرَهُ قَرَسُ,وَمَصيفٌ إِثرَهُ قَرَسُ,فَشِتاءٌ بَعدَهُ وَمَدٌ,المديد,أبو العلاء المعري
لُبتُ حَولَ الماءِ مِن ظَمَإٍ إِنَّ غَربي ما لَهُ مَرَسُ,إِنَّ غَربي ما لَهُ مَرَسُ,لُبتُ حَولَ الماءِ مِن ظَمَإٍ,المديد,أبو العلاء المعري
كَم أَبَنَّ الغابَ مِن أَسَدٍ أَيُّ لَيثٍ لَيسَ يُفتَرَسُ,أَيُّ لَيثٍ لَيسَ يُفتَرَسُ,كَم أَبَنَّ الغابَ مِن أَسَدٍ,المديد,أبو العلاء المعري
مُهجَتي ضِدٌّ يُحارِبُني أَنا مِنّي كَيفَ أَحتَرِسُ,أَنا مِنّي كَيفَ أَحتَرِسُ,مُهجَتي ضِدٌّ يُحارِبُني,المديد,أبو العلاء المعري
إِنَّما دُنياكَ غانِيَةٌ لَم يُهَنِّئ زَوجَها العُرُسُ,لَم يُهَنِّئ زَوجَها العُرُسُ,إِنَّما دُنياكَ غانِيَةٌ,المديد,أبو العلاء المعري
أُمُّ شِبلٍ فَوقَها لِبَدٌ ظُفرُها مِن قَتلِنا وَرِسُ,ظُفرُها مِن قَتلِنا وَرِسُ,أُمُّ شِبلٍ فَوقَها لِبَدٌ,المديد,أبو العلاء المعري
فالِقَها بِالزُهدِ مُدَّرِعاً في يَدَيكَ السَيفُ وَالتُرُسُ,في يَدَيكَ السَيفُ وَالتُرُسُ,فالِقَها بِالزُهدِ مُدَّرِعاً,المديد,أبو العلاء المعري
إِن دَنا مِن فارِسٍ أَجَلٌ حارَ لا يَجري بِهِ الفَرَسُ,حارَ لا يَجري بِهِ الفَرَسُ,إِن دَنا مِن فارِسٍ أَجَلٌ,المديد,أبو العلاء المعري
كُلُّ مَن حانَت مَنيَّتُهُ لَم يُدافِع دونَهُ حَرَسُ,لَم يُدافِع دونَهُ حَرَسُ,كُلُّ مَن حانَت مَنيَّتُهُ,المديد,أبو العلاء المعري
لَيسَ يَبقى فَرعُ نابِتَةٍ أَصلُها في المَوتِ مُغتَرِسُ,أَصلُها في المَوتِ مُغتَرِسُ,لَيسَ يَبقى فَرعُ نابِتَةٍ,المديد,أبو العلاء المعري
خَبَّرَتني كُلُّ ناطِقَةٍ ذاكَ حَتّى الزيرُ وَالجَرَسُ,ذاكَ حَتّى الزيرُ وَالجَرَسُ,خَبَّرَتني كُلُّ ناطِقَةٍ,المديد,أبو العلاء المعري
رُبَّ شهْرٍ قد نَعِمْتُ به حين رقَّتْ لِي حواشِيهِ,حين رقَّتْ لِي حواشِيهِ,رُبَّ شهْرٍ قد نَعِمْتُ به,المديد,ابن سناء الملك
رَكَضَت أَيّامُه قِصَراً عندما طالت ليَالِيه,عندما طالت ليَالِيه,رَكَضَت أَيّامُه قِصَراً,المديد,ابن سناء الملك
فكان النِّصفَ أَوّلُه وكان السلخَ ثانيه,وكان السلخَ ثانيه,فكان النِّصفَ أَوّلُه,المديد,ابن سناء الملك
يا سقيم الجفن أسقمني وحلا في حبه ألمي,وحلا في حبه ألمي,يا سقيم الجفن أسقمني,المديد,ابن نباته المصري
إن حكت عيناك لي جسداً فلقد حاكت على السقم,فلقد حاكت على السقم,إن حكت عيناك لي جسداً,المديد,ابن نباته المصري
وَإِنّي لمُشتاقٌ إِلَيكَ وَعاتِبٌ عَلَيكَ وَلَكِن عَتبَةً لا أُذيعُها,عَلَيكَ وَلَكِن عَتبَةً لا أُذيعُها,وَإِنّي لمُشتاقٌ إِلَيكَ وَعاتِبٌ,المديد,القاضي الفاضل
إِن تُرد حَربي تُلاقِ فَتىً غَيرَ مَملوكٍ وَلا بِرمَه,غَيرَ مَملوكٍ وَلا بِرمَه,إِن تُرد حَربي تُلاقِ فَتىً,المديد,أحيحة بن الجلاح
قَسَماً ما غَيرَ ذي الذَبِّ أَن نُبيحَ الخَدنَ وَالحُرمَه,أَن نُبيحَ الخَدنَ وَالحُرمَه,قَسَماً ما غَيرَ ذي الذَبِّ,المديد,أحيحة بن الجلاح
مُذْ رأَت عيني وقد رمَدتْ لونَ خديهِ من الألمِ,لونَ خديهِ من الألمِ,مُذْ رأَت عيني وقد رمَدتْ,المديد,ابن النقيب
رامَ يبكيها ورَقَّ لها فاتقته من دمٍ بدمِ,فاتقته من دمٍ بدمِ,رامَ يبكيها ورَقَّ لها,المديد,ابن النقيب
اِقطَعِ الدُنيا بِما اِنقَطَعَت وَاِدفَعِ الدُنيا بِما اِندَفَعَت,وَاِدفَعِ الدُنيا بِما اِندَفَعَت,اِقطَعِ الدُنيا بِما اِنقَطَعَت,المديد,ابو العتاهية
وَاِقبَلِ الدُنيا إِذا سَلِسَت وَاِترُكِ الدُنيا إِذا اِمتَنَعَت,وَاِترُكِ الدُنيا إِذا اِمتَنَعَت,وَاِقبَلِ الدُنيا إِذا سَلِسَت,المديد,ابو العتاهية
يَطلُبُ العَيشَ الفَتى عَبَثاً وَالغِنى في النَفسِ إِن قَنِعَت,وَالغِنى في النَفسِ إِن قَنِعَت,يَطلُبُ العَيشَ الفَتى عَبَثاً,المديد,ابو العتاهية
أَصبَحَت تُدمِيرُ مِصراً شَبَهاً وَأَبُو يُوسُفَ فيها يوسُفَا,وَأَبُو يُوسُفَ فيها يوسُفَا,أَصبَحَت تُدمِيرُ مِصراً شَبَهاً,المديد,أبو الحسن بن حريق
أَيُّ شَأنٍ لا يُباحُ بِهِ بَعدَ ما قَد باحَ لي شانُ,بَعدَ ما قَد باحَ لي شانُ,أَيُّ شَأنٍ لا يُباحُ بِهِ,المديد,القاضي الفاضل
وَكَلامُ الصَبِّ أَدمُعُهُ لَكَ وَالأَفواهُ أَجفانُ,لَكَ وَالأَفواهُ أَجفانُ,وَكَلامُ الصَبِّ أَدمُعُهُ,المديد,القاضي الفاضل
