الشاعر,البحر,الشطر الأيمن,الشطر الأيسر,البيت
ابن مالك,الرجز,والفعل بعد الفاء في الرّجا نُصِب ,  كنصب ما الى التمنّى ينتسب,والفعل بعد الفاء في الرّجا نُصِب كنصب ما الى التمنّى ينتسب
ابن مالك,الرجز,وإن على اسم ٍ خالص ٍ فعل ّ عُطِف ,  تنصبه أن ثابتاً أو منحذف,وإن على اسم ٍ خالص ٍ فعل ّ عُطِف تنصبه أن ثابتاً أو منحذف
ابن مالك,الرجز,وشذّ حذف أن ونصبّ في سوى ,  ما مرّ فاقبل منه عدل ّ روى,وشذّ حذف أن ونصبّ في سوى ما مرّ فاقبل منه عدل ّ روى
ابن مالك,الرجز,بلا ولام ٍ طالباً ضع جزما ,  في الفعل هكذا بلم ولمّا,بلا ولام ٍ طالباً ضع جزما في الفعل هكذا بلم ولمّا
ابن مالك,الرجز,واجزم بإن ومن وما ومهما ,  أيٍّ متى أيّان أين إذ ما,واجزم بإن ومن وما ومهما أيٍّ متى أيّان أين إذ ما
ابن مالك,الرجز,وحيثما أنّى وحرفﹼ إذ ما ,  كإن وباقي الأدوات أسما,وحيثما أنّى وحرفﹼ إذ ما كإن وباقي الأدوات أسما
ابن مالك,الرجز,فعلين يقتضين شرط ﹼ قدِّما ,  يتلو الجزاء وجواباً وُسِما,فعلين يقتضين شرط ﹼ قدِّما يتلو الجزاء وجواباً وُسِما
ابن مالك,الرجز,وماضيين أو مضارعين ,  تلفيهما أو متخالفين,وماضيين أو مضارعين تلفيهما أو متخالفين
ابن مالك,الرجز,وبعد ماض ٍ رفعك الجزا حسن ,  ورفعه بعد مضارع ٍ وهن,وبعد ماض ٍ رفعك الجزا حسن ورفعه بعد مضارع ٍ وهن
ابن مالك,الرجز,واقرن بفا حتماً جواباً لو جُعِل  ,  شرطاً لإن أو غيرها لم ينجعل,واقرن بفا حتماً جواباً لو جُعِل  شرطاً لإن أو غيرها لم ينجعل
ابن مالك,الرجز,وتخلف الفاء إذا المفاجأة ,  كإن تجد إذا لنا مكافأة,وتخلف الفاء إذا المفاجأة كإن تجد إذا لنا مكافأة
ابن مالك,الرجز,والفعل ُ من بعد الجزا إن يقترن ,  بالفا أو الواو بتثليثٍ قمِن,والفعل ُ من بعد الجزا إن يقترن بالفا أو الواو بتثليثٍ قمِن
ابن مالك,الرجز,وجزمّ او نصبّ لفعل ٍ إثر فا ,  أو واوٍ ان بالجملتين اكتُنِفا,وجزمّ او نصبّ لفعل ٍ إثر فا أو واوٍ ان بالجملتين اكتُنِفا
ابن مالك,الرجز,والشرط يُغني عن جوابٍ قد عُلِم ,  والعكس قد يأتي إن المعنى فُهِِِِم,والشرط يُغني عن جوابٍ قد عُلِم والعكس قد يأتي إن المعنى فُهِِِِم
ابن مالك,الرجز,واحذف لدى اجتماع شرط ٍ وقسم ,  جواب ما أخّرت فهو ملتزم,واحذف لدى اجتماع شرط ٍ وقسم جواب ما أخّرت فهو ملتزم
ابن مالك,الرجز,وإن تواليا وقبل ذو خبر ,  فالشّرط رجّح مطلقاً بلا حذر,وإن تواليا وقبل ذو خبر فالشّرط رجّح مطلقاً بلا حذر
ابن مالك,الرجز,وربّما رُجِّح بعد قسم ,  شرط ّ بلا ذي خبر ٍ مقدّم,وربّما رُجِّح بعد قسم شرط ّ بلا ذي خبر ٍ مقدّم
ابن مالك,الرجز,لو حرف شرط ٍ في مضيٍّ ويقلّ ,  إيلاؤه مستقبلا ً لكن قبِِل,لو حرف شرط ٍ في مضيٍّ ويقلّ إيلاؤه مستقبلا ً لكن قبِِل
ابن مالك,الرجز,وهي في الاختصاص بالفعل كإن ,  لكنّ لو أنّ بها قد تقترن,وهي في الاختصاص بالفعل كإن لكنّ لو أنّ بها قد تقترن
ابن مالك,الرجز,وإن مضارع ّ تلاها صُرِفا ,  الى المضيِّ نحو لو يفي كفى,وإن مضارع ّ تلاها صُرِفا الى المضيِّ نحو لو يفي كفى
ابن مالك,الرجز,أمّا كمهما يك من شيءٍ وفا ,  لتلو تلوها وجوباً ألفا,أمّا كمهما يك من شيءٍ وفا لتلو تلوها وجوباً ألفا
ابن مالك,الرجز,وحذف ذي الفا قلَّ في نثر ٍ إذا ,  لم يك قول ّ معها قد نُبِذا,وحذف ذي الفا قلَّ في نثر ٍ إذا لم يك قول ّ معها قد نُبِذا
ابن مالك,الرجز,لولا ولوما يلزمان الابتدا ,  إذا امتناعاً بوجودٍ عقدا,لولا ولوما يلزمان الابتدا إذا امتناعاً بوجودٍ عقدا
ابن مالك,الرجز,وبهما التحضيض مز وهلا ,  ألاّ ألا وأولينها الفعلا,وبهما التحضيض مز وهلا ألاّ ألا وأولينها الفعلا
ابن مالك,الرجز,وقد يليها اسم ّ بفعل ٍ مُضمَر ٍ  ,  علّق أو بظاهر ٍ مؤخّر,وقد يليها اسم ّ بفعل ٍ مُضمَر ٍ  علّق أو بظاهر ٍ مؤخّر
ابن مالك,الرجز,ما قيل أخبر عنه بالذي خبر ,  عن الذي مبتدأ قبل استقر,ما قيل أخبر عنه بالذي خبر عن الذي مبتدأ قبل استقر
ابن مالك,الرجز,وما سواهما فوسّطه صله ,  عائدها خلف معطي التكملة,وما سواهما فوسّطه صله عائدها خلف معطي التكملة
ابن مالك,الرجز,نحو الذي ضربته زيدّ فذا ,  ضربت زيداً كان فادر المأخذا,نحو الذي ضربته زيدّ فذا ضربت زيداً كان فادر المأخذا
ابن مالك,الرجز,قبول تأخير ٍ وتعريف ٍ لما ,  أخبر عنه هاهنا قد حتما,قبول تأخير ٍ وتعريف ٍ لما أخبر عنه هاهنا قد حتما
ابن مالك,الرجز,كذا الغِني عنه بأجنبيٍّ او ,  بمُضمَر ٍ شرط ّ فراع ما رعوا,كذا الغِني عنه بأجنبيٍّ او بمُضمَر ٍ شرط ّ فراع ما رعوا
ابن مالك,الرجز,وأخبروا هنا بأل عن بعض ما ,  يكون فيه الفعل قد تقدّما,وأخبروا هنا بأل عن بعض ما يكون فيه الفعل قد تقدّما
ابن مالك,الرجز,إن صحّ صوغ صلة ٍ منه لأل ,  كصوغ واق ٍ من وقى الله البطل,إن صحّ صوغ صلة ٍ منه لأل كصوغ واق ٍ من وقى الله البطل
ابن مالك,الرجز,وإن يكن ما رفعت صلة أل ,  نمير غيرها أبين وانفصل,وإن يكن ما رفعت صلة أل نمير غيرها أبين وانفصل
ابن مالك,الرجز,ثلاثة ً بالتاء قل للعشره ,  في عدِّ ما احادُهُ مذكّره,ثلاثة ً بالتاء قل للعشره في عدِّ ما احادُهُ مذكّره
ابن مالك,الرجز,في الضِّدِّ جرِّد والمميز اجرر ,  جمعاً بلفظ قلة ٍ في الأكثر,في الضِّدِّ جرِّد والمميز اجرر جمعاً بلفظ قلة ٍ في الأكثر
ابن مالك,الرجز,ومائة ٍ والألف للفرد أضِف ,  ومائة ّ بالجمع نزراً قد رُدف,ومائة ٍ والألف للفرد أضِف ومائة ّ بالجمع نزراً قد رُدف
ابن مالك,الرجز,وأحد ذكر وصلنه بعشر ,  مركّباً قاصِد معدود ٍ ذكر,وأحد ذكر وصلنه بعشر مركّباً قاصِد معدود ٍ ذكر
ابن مالك,الرجز,وقل لدى التأنيث إحدى عشره ,  والشين فيها عن تميم ٍ كسره,وقل لدى التأنيث إحدى عشره والشين فيها عن تميم ٍ كسره
ابن مالك,الرجز,مع غير أحدٍ وإحدى ,  ما معهما فعلت فافعل قصدا,مع غير أحدٍ وإحدى ما معهما فعلت فافعل قصدا
ابن مالك,الرجز,ولثلاثة ٍ وتسعة ٍ وما ,  بينهما إن رُكِّبا  ما قدّما,ولثلاثة ٍ وتسعة ٍ وما بينهما إن رُكِّبا ما قدّما
ابن مالك,الرجز,وأول عشرة اثنتي وعشرا ,  إثني إذا أثنى تشا أو ذكرا,وأول عشرة اثنتي وعشرا إثني إذا أثنى تشا أو ذكرا
ابن مالك,الرجز,واليا لغير الرّفع وارفع بالألف ,  والفتح في جزأي سواهما ألف,واليا لغير الرّفع وارفع بالألف والفتح في جزأي سواهما ألف
ابن مالك,الرجز,وميّز العشرين للتسعينا ,  بواحدٍ كأربعين حينا,وميّز العشرين للتسعينا بواحدٍ كأربعين حينا
ابن مالك,الرجز,وميّزوا مركّباً بمثل ما ,  مُيِّز عشرون فسوّينهما,وميّزوا مركّباً بمثل ما مُيِّز عشرون فسوّينهما
ابن مالك,الرجز,وإن أضيف عدد ّ مركّبّ, يبق البنا وعجز ّ قد يُعرَبُ,وإن أضيف عدد ّ مركّبّ** يبق البنا وعجز ّ قد يُعرَبُ
ابن مالك,الرجز,وصغ من اثنين فما فوق الى ,  عشرة ٍ كفاعل ٍ من فعلا,وصغ من اثنين فما فوق الى عشرة ٍ كفاعل ٍ من فعلا
ابن مالك,الرجز,واختمه في التأنيث بالتا ومتى ,  ذكّرت فاذكر فاعلا ً بغير تا,واختمه في التأنيث بالتا ومتى ذكّرت فاذكر فاعلا ً بغير تا
ابن مالك,الرجز,وإن تُرِد بعض الذي منه بُنِي ,  تضف إليه مثل بعض ٍ بيّن,وإن تُرِد بعض الذي منه بُنِي تضف إليه مثل بعض ٍ بيّن
ابن مالك,الرجز,وإن أردت مثل ثاني اثنين ,  مركّباً فجئ بتركيبين,وإن أردت مثل ثاني اثنين مركّباً فجئ بتركيبين
ابن مالك,الرجز,أو فاعلا ً بحالتيه أضف ,  الى مركّبٍ بما تنوي يفي,أو فاعلا ً بحالتيه أضف الى مركّبٍ بما تنوي يفي
ابن مالك,الرجز,وشاع الاستعنا بحادي عشرا ,  ونحوه وقبل عشرين اذكرا,وشاع الاستعنا بحادي عشرا ونحوه وقبل عشرين اذكرا
ابن مالك,الرجز,وبابه الفاعل من لفظ العدد ,  بحالتيه قبل واو ٍ يُعتمد,وبابه الفاعل من لفظ العدد بحالتيه قبل واو ٍ يُعتمد
ابن مالك,الرجز,ميِّز في الاستفهام كم بمثل ما ,  ميَّزت عشرين ككم شخصا سما,ميِّز في الاستفهام كم بمثل ما ميَّزت عشرين ككم شخصا سما
ابن مالك,الرجز,وأجزان تجرّه من مضمرا ,  إن وليت كم حرف جرٍّ مظهرا,وأجزان تجرّه من مضمرا إن وليت كم حرف جرٍّ مظهرا
ابن مالك,الرجز,واستعملنها مخبراً كعشره ,  أو مائة ٍ ككم رجال ٍ أو مره,واستعملنها مخبراً كعشره أو مائة ٍ ككم رجال ٍ أو مره
ابن مالك,الرجز,ككم كأيِّن وكذا وينتصب ,  تمييز ذين أو به صل من تصب,ككم كأيِّن وكذا وينتصب تمييز ذين أو به صل من تصب
ابن مالك,الرجز,احك بأيٍّ ما لمنكور ٍ سئل ,  عنه بها في الوقف أو حين تصل,احك بأيٍّ ما لمنكور ٍ سئل عنه بها في الوقف أو حين تصل
ابن مالك,الرجز,ووقفاً احكِ ما لمنكور ٍ بمن ,  والنّون حرّك مطلقاً وأشبعن,ووقفاً احكِ ما لمنكور ٍ بمن والنّون حرّك مطلقاً وأشبعن
ابن مالك,الرجز,وقل منان ومنين بعد لي ,  إلفان بابنين وسكِّن تعدِل,وقل منان ومنين بعد لي إلفان بابنين وسكِّن تعدِل
ابن مالك,الرجز,وقل لمن قال أتت بنتّ منه ,  والنّونُ قبل تا المثنّى مسكنه,وقل لمن قال أتت بنتّ منه والنّونُ قبل تا المثنّى مسكنه
